aishell_BAC009S0002W0122_rep01	data\AISHELL\train\S0002\BAC009S0002W0122.wav	而 对 楼市 成交 抑制 作用 最 大 的 限 购	aishell	S0002	clean
aishell_BAC009S0002W0123_rep01	data\AISHELL\train\S0002\BAC009S0002W0123.wav	也 成为 地方 政府 的 眼中 钉	aishell	S0002	clean
aishell_BAC009S0002W0125_rep01	data\AISHELL\train\S0002\BAC009S0002W0125.wav	各地 政府 便 纷纷 跟进	aishell	S0002	clean
aishell_BAC009S0002W0126_rep01	data\AISHELL\train\S0002\BAC009S0002W0126.wav	仅 一 个 多 月 的 时间 里	aishell	S0002	clean
aishell_BAC009S0002W0128_rep01	data\AISHELL\train\S0002\BAC009S0002W0128.wav	四十六 个 限 购 城市 当中	aishell	S0002	clean
aishell_BAC009S0002W0129_rep01	data\AISHELL\train\S0002\BAC009S0002W0129.wav	四十一 个 已 正式 取消 或 变相 放松 了 限 购	aishell	S0002	clean
aishell_BAC009S0002W0130_rep01	data\AISHELL\train\S0002\BAC009S0002W0130.wav	财政 金融 政策 紧随 其后 而来	aishell	S0002	clean
aishell_BAC009S0002W0131_rep01	data\AISHELL\train\S0002\BAC009S0002W0131.wav	显示 出 了 极 强 的 威力	aishell	S0002	clean
aishell_BAC009S0002W0132_rep01	data\AISHELL\train\S0002\BAC009S0002W0132.wav	放松 了 与 自 往 需求 密切 相关 的 房贷 政策	aishell	S0002	clean
aishell_BAC009S0002W0133_rep01	data\AISHELL\train\S0002\BAC009S0002W0133.wav	其中 包括 对 拥有 一 套住 房 并 已 结清 相应 购房 贷款 的 家庭	aishell	S0002	clean
aishell_BAC009S0002W0134_rep01	data\AISHELL\train\S0002\BAC009S0002W0134.wav	为 改善 居住 条件 再次 申请 贷款 购买 普通 商品 住房	aishell	S0002	clean
aishell_BAC009S0002W0136_rep01	data\AISHELL\train\S0002\BAC009S0002W0136.wav	这个 后来 被 称 为 九三零 新政 策 的 措施	aishell	S0002	clean
aishell_BAC009S0002W0139_rep01	data\AISHELL\train\S0002\BAC009S0002W0139.wav	支持 缴存 职工 购买 首套 和 改善 型 自 住 住房	aishell	S0002	clean
aishell_BAC009S0002W0140_rep01	data\AISHELL\train\S0002\BAC009S0002W0140.wav	通过 财政 补贴 手段 鼓励 购房 的 地区 也 在 不 断 增加	aishell	S0002	clean
aishell_BAC009S0002W0141_rep01	data\AISHELL\train\S0002\BAC009S0002W0141.wav	其中 多项 政策 惠及 购房 者	aishell	S0002	clean
aishell_BAC009S0002W0142_rep01	data\AISHELL\train\S0002\BAC009S0002W0142.wav	尚未 取消 限 购	aishell	S0002	clean
aishell_BAC009S0002W0143_rep01	data\AISHELL\train\S0002\BAC009S0002W0143.wav	也 通过 大幅 调整 对 普通 住宅 总价 认定 标准 的 方式	aishell	S0002	clean
aishell_BAC009S0002W0144_rep01	data\AISHELL\train\S0002\BAC009S0002W0144.wav	刺激 改善 型 需求 入市	aishell	S0002	clean
aishell_BAC009S0002W0145_rep01	data\AISHELL\train\S0002\BAC009S0002W0145.wav	而 另外 一 剂 楼市 强心剂 则 当属 央行 的 不 对称 降息	aishell	S0002	clean
aishell_BAC009S0002W0147_rep01	data\AISHELL\train\S0002\BAC009S0002W0147.wav	对于 房地 产业 的 影响 来说	aishell	S0002	clean
aishell_BAC009S0002W0148_rep01	data\AISHELL\train\S0002\BAC009S0002W0148.wav	货币 手段 历来 是 刺激 市场 需求 的 最 有效 工具	aishell	S0002	clean
aishell_BAC009S0002W0149_rep01	data\AISHELL\train\S0002\BAC009S0002W0149.wav	此次 降息 将 成为 市场 加快 库存 去 化 的 重要 利器	aishell	S0002	clean
aishell_BAC009S0002W0151_rep01	data\AISHELL\train\S0002\BAC009S0002W0151.wav	住房 和 城乡 建设 部会 配合 有 关 部门	aishell	S0002	clean
aishell_BAC009S0002W0152_rep01	data\AISHELL\train\S0002\BAC009S0002W0152.wav	强化 地方 调控 主体 责任	aishell	S0002	clean
aishell_BAC009S0002W0153_rep01	data\AISHELL\train\S0002\BAC009S0002W0153.wav	及时 调整 了 限 购 差别 化 信贷 等 方面 的 政策	aishell	S0002	clean
aishell_BAC009S0002W0154_rep01	data\AISHELL\train\S0002\BAC009S0002W0154.wav	支持 居民 合理 的 住房 消费	aishell	S0002	clean
aishell_BAC009S0002W0155_rep01	data\AISHELL\train\S0002\BAC009S0002W0155.wav	总体 上 保持 了 房地 产 市场 平稳 运行	aishell	S0002	clean
aishell_BAC009S0002W0156_rep01	data\AISHELL\train\S0002\BAC009S0002W0156.wav	住 建 部 新闻 发言 人 倪 虹 近日 表示	aishell	S0002	clean
aishell_BAC009S0002W0157_rep01	data\AISHELL\train\S0002\BAC009S0002W0157.wav	即 政府 做好 的 事	aishell	S0002	clean
aishell_BAC009S0002W0158_rep01	data\AISHELL\train\S0002\BAC009S0002W0158.wav	市场 发挥 经济 规律 做好 市场 的 事情	aishell	S0002	clean
aishell_BAC009S0002W0159_rep01	data\AISHELL\train\S0002\BAC009S0002W0159.wav	今年 有 望 超 三百亿 美元	aishell	S0002	clean
aishell_BAC009S0002W0160_rep01	data\AISHELL\train\S0002\BAC009S0002W0160.wav	就 连 一向 看多 的 任 志强	aishell	S0002	clean
aishell_BAC009S0002W0162_rep01	data\AISHELL\train\S0002\BAC009S0002W0162.wav	为了 维持 业绩 的 稳步 增长	aishell	S0002	clean
aishell_BAC009S0002W0163_rep01	data\AISHELL\train\S0002\BAC009S0002W0163.wav	房企 纷纷 加大 海外 投资 的 力度	aishell	S0002	clean
aishell_BAC009S0002W0164_rep01	data\AISHELL\train\S0002\BAC009S0002W0164.wav	以 填补 国内 市场 下滑 带来 的 损失	aishell	S0002	clean
aishell_BAC009S0002W0165_rep01	data\AISHELL\train\S0002\BAC009S0002W0165.wav	近年 来 中国 已 成为 全球 资本 输出 大国	aishell	S0002	clean
aishell_BAC009S0002W0166_rep01	data\AISHELL\train\S0002\BAC009S0002W0166.wav	对外 房地 产 投资 增长 迅速	aishell	S0002	clean
aishell_BAC009S0002W0167_rep01	data\AISHELL\train\S0002\BAC009S0002W0167.wav	中国 跨境 房地 产 投资 额 则有 望 超过 三百亿 美元	aishell	S0002	clean
aishell_BAC009S0002W0168_rep01	data\AISHELL\train\S0002\BAC009S0002W0168.wav	超过 此前 数 年 海外 房地 产 投资 的 总和	aishell	S0002	clean
aishell_BAC009S0002W0169_rep01	data\AISHELL\train\S0002\BAC009S0002W0169.wav	新华 联 在 今年 一月 份	aishell	S0002	clean
aishell_BAC009S0002W0170_rep01	data\AISHELL\train\S0002\BAC009S0002W0170.wav	正式 进军 澳大利亚 市场	aishell	S0002	clean
